TIME_PERIOD#es;TIME_PERIOD_CODE;SEXO#es;SEXO_CODE;ACCIDENTE_GRAVEDAD#es;ACCIDENTE_GRAVEDAD_CODE;TIPO_TRABAJO#es;TIPO_TRABAJO_CODE;TRABAJO_HABITUAL#es;TRABAJO_HABITUAL_CODE;OBS_VALUE;CONFIDENCIALIDAD_OBSERVACION#es;NOTAS_OBSERVACION#es;ESTADO_OBSERVACION#es
2015;2015;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;47;;;
2015;2015;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;91;;;
2015;2015;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;138;;;
2016;2016;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;55;;;
2016;2016;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;104;;;
2016;2016;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;159;;;
2017;2017;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;33;;;
2017;2017;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;94;;;
2017;2017;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;127;;;
2018;2018;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;33;;;
2018;2018;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;87;;;
2018;2018;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;120;;;
2019;2019;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;59;;;
2019;2019;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;103;;;
2019;2019;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;162;;;
2020;2020;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;44;;;
2020;2020;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;69;;;
2020;2020;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;113;;;
2021;2021;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;47;;;
2021;2021;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;97;;;
2021;2021;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;144;;;
2022;2022;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;47;;;
2022;2022;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;92;;;
2022;2022;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;139;;;
2003;2003;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;10567;;;
2003;2003;Hombres;M;Leve;LEVE;Total;_T;Total;_T;33508;;;
2003;2003;Total;_T;Leve;LEVE;Total;_T;Total;_T;44075;;;
2004;2004;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;10216;;;
2004;2004;Hombres;M;Leve;LEVE;Total;_T;Total;_T;33567;;;
2004;2004;Total;_T;Leve;LEVE;Total;_T;Total;_T;43783;;;
2005;2005;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;10492;;;
2005;2005;Hombres;M;Leve;LEVE;Total;_T;Total;_T;33550;;;
2005;2005;Total;_T;Leve;LEVE;Total;_T;Total;_T;44042;;;
2006;2006;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;10646;;;
2006;2006;Hombres;M;Leve;LEVE;Total;_T;Total;_T;33289;;;
2006;2006;Total;_T;Leve;LEVE;Total;_T;Total;_T;43935;;;
2007;2007;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;11142;;;
2007;2007;Hombres;M;Leve;LEVE;Total;_T;Total;_T;32910;;;
2007;2007;Total;_T;Leve;LEVE;Total;_T;Total;_T;44052;;;
2008;2008;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;10548;;;
2008;2008;Hombres;M;Leve;LEVE;Total;_T;Total;_T;26563;;;
2008;2008;Total;_T;Leve;LEVE;Total;_T;Total;_T;37111;;;
2009;2009;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;8759;;;
2009;2009;Hombres;M;Leve;LEVE;Total;_T;Total;_T;19304;;;
2009;2009;Total;_T;Leve;LEVE;Total;_T;Total;_T;28063;;;
2010;2010;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;7999;;;
2010;2010;Hombres;M;Leve;LEVE;Total;_T;Total;_T;17438;;;
2010;2010;Total;_T;Leve;LEVE;Total;_T;Total;_T;25437;;;
2011;2011;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;7997;;;
2011;2011;Hombres;M;Leve;LEVE;Total;_T;Total;_T;16290;;;
2011;2011;Total;_T;Leve;LEVE;Total;_T;Total;_T;24287;;;
2012;2012;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;6478;;;
2012;2012;Hombres;M;Leve;LEVE;Total;_T;Total;_T;12766;;;
2012;2012;Total;_T;Leve;LEVE;Total;_T;Total;_T;19244;;;
2013;2013;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;6930;;;
2013;2013;Hombres;M;Leve;LEVE;Total;_T;Total;_T;12404;;;
2013;2013;Total;_T;Leve;LEVE;Total;_T;Total;_T;19334;;;
2014;2014;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;7534;;;
2014;2014;Hombres;M;Leve;LEVE;Total;_T;Total;_T;13342;;;
2014;2014;Total;_T;Leve;LEVE;Total;_T;Total;_T;20876;;;
2015;2015;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;7643;;;
2015;2015;Hombres;M;Leve;LEVE;Total;_T;Total;_T;14133;;;
2015;2015;Total;_T;Leve;LEVE;Total;_T;Total;_T;21776;;;
2016;2016;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;8021;;;
2016;2016;Hombres;M;Leve;LEVE;Total;_T;Total;_T;15137;;;
2016;2016;Total;_T;Leve;LEVE;Total;_T;Total;_T;23158;;;
2017;2017;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;8189;;;
2017;2017;Hombres;M;Leve;LEVE;Total;_T;Total;_T;15756;;;
2017;2017;Total;_T;Leve;LEVE;Total;_T;Total;_T;23945;;;
2018;2018;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;8027;;;
2018;2018;Hombres;M;Leve;LEVE;Total;_T;Total;_T;16216;;;
2018;2018;Total;_T;Leve;LEVE;Total;_T;Total;_T;24243;;;
2019;2019;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;7368;;;
2019;2019;Hombres;M;Leve;LEVE;Total;_T;Total;_T;15467;;;
2019;2019;Total;_T;Leve;LEVE;Total;_T;Total;_T;22835;;;
2020;2020;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;4582;;;
2020;2020;Hombres;M;Leve;LEVE;Total;_T;Total;_T;10757;;;
2020;2020;Total;_T;Leve;LEVE;Total;_T;Total;_T;15339;;;
2021;2021;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;5637;;;
2021;2021;Hombres;M;Leve;LEVE;Total;_T;Total;_T;12457;;;
2021;2021;Total;_T;Leve;LEVE;Total;_T;Total;_T;18094;;;
2022;2022;Mujeres;F;Leve;LEVE;Total;_T;Total;_T;7386;;;
2022;2022;Hombres;M;Leve;LEVE;Total;_T;Total;_T;15018;;;
2022;2022;Total;_T;Leve;LEVE;Total;_T;Total;_T;22404;;;
2003;2003;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;650;;;
2003;2003;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1345;;;
2003;2003;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1995;;;
2004;2004;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;510;;;
2004;2004;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1147;;;
2004;2004;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1657;;;
2005;2005;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;449;;;
2005;2005;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1156;;;
2005;2005;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1605;;;
2006;2006;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;444;;;
2006;2006;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1079;;;
2006;2006;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1523;;;
2007;2007;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;552;;;
2007;2007;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1191;;;
2007;2007;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1743;;;
2008;2008;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;579;;;
2008;2008;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1211;;;
2008;2008;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1790;;;
2009;2009;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;441;;;
2009;2009;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1191;;;
2009;2009;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1632;;;
2010;2010;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;407;;;
2010;2010;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1115;;;
2010;2010;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1522;;;
2011;2011;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;510;;;
2011;2011;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1154;;;
2011;2011;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1664;;;
2012;2012;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;215;;;
2012;2012;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;888;;;
2012;2012;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1103;;;
2013;2013;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;230;;;
2013;2013;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;993;;;
2013;2013;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1223;;;
2014;2014;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;212;;;
2014;2014;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;991;;;
2014;2014;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1203;;;
2015;2015;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;275;;;
2015;2015;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1092;;;
2015;2015;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1367;;;
2016;2016;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;274;;;
2016;2016;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1062;;;
2016;2016;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1336;;;
2017;2017;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;252;;;
2017;2017;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1098;;;
2017;2017;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1350;;;
2018;2018;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;250;;;
2018;2018;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1055;;;
2018;2018;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1305;;;
2019;2019;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;244;;;
2019;2019;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1082;;;
2019;2019;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1326;;;
2020;2020;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;202;;;
2020;2020;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;908;;;
2020;2020;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1110;;;
2021;2021;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;216;;;
2021;2021;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;964;;;
2021;2021;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1180;;;
2022;2022;Mujeres;F;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;261;;;
2022;2022;Hombres;M;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1021;;;
2022;2022;Total;_T;Leve;LEVE;Trabajo agrícola, forestal, hortícola, piscícola, con animales vivos;3;Total;_T;1282;;;
2003;2003;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;731;;;
2003;2003;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2047;;;
2003;2003;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2778;;;
2004;2004;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;510;;;
2004;2004;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1990;;;
2004;2004;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2500;;;
2005;2005;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;659;;;
2005;2005;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2354;;;
2005;2005;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;3013;;;
2006;2006;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;754;;;
2006;2006;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2356;;;
2006;2006;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;3110;;;
2007;2007;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;801;;;
2007;2007;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2562;;;
2007;2007;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;3363;;;
2008;2008;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;759;;;
2008;2008;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2241;;;
2008;2008;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;3000;;;
2009;2009;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;681;;;
2009;2009;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1879;;;
2009;2009;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2560;;;
2010;2010;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;618;;;
2010;2010;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1757;;;
2010;2010;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2375;;;
2011;2011;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;674;;;
2011;2011;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1757;;;
2011;2011;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2431;;;
2012;2012;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;635;;;
2012;2012;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1539;;;
2012;2012;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2174;;;
2013;2013;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;624;;;
2013;2013;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1435;;;
2013;2013;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2059;;;
2014;2014;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;716;;;
2014;2014;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1516;;;
2014;2014;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2232;;;
2015;2015;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;722;;;
2015;2015;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1506;;;
2015;2015;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2228;;;
2016;2016;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;723;;;
2016;2016;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1748;;;
2016;2016;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2471;;;
2017;2017;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;720;;;
2017;2017;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1718;;;
2017;2017;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2438;;;
2018;2018;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;914;;;
2018;2018;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1773;;;
2018;2018;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2687;;;
2019;2019;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;781;;;
2019;2019;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1764;;;
2019;2019;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2545;;;
2020;2020;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;490;;;
2020;2020;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1211;;;
2020;2020;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1701;;;
2021;2021;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;601;;;
2021;2021;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1441;;;
2021;2021;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2042;;;
2022;2022;Mujeres;F;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;877;;;
2022;2022;Hombres;M;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;1880;;;
2022;2022;Total;_T;Leve;LEVE;Circulación, actividades deportivas y artísticas;6;Total;_T;2757;;;
