TIME_PERIOD#es;TIME_PERIOD_CODE;SEXO#es;SEXO_CODE;ACCIDENTE_GRAVEDAD#es;ACCIDENTE_GRAVEDAD_CODE;TIPO_TRABAJO#es;TIPO_TRABAJO_CODE;TRABAJO_HABITUAL#es;TRABAJO_HABITUAL_CODE;OBS_VALUE;CONFIDENCIALIDAD_OBSERVACION#es;NOTAS_OBSERVACION#es;ESTADO_OBSERVACION#es
2015;2015;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;6429;;;
2016;2016;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;2295;;;
2016;2016;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;4412;;;
2016;2016;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;6707;;;
2017;2017;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;2358;;;
2017;2017;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;4626;;;
2017;2017;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;6984;;;
2018;2018;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;2250;;;
2018;2018;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;4753;;;
2018;2018;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;7003;;;
2019;2019;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;2079;;;
2019;2019;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;4449;;;
2019;2019;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;6528;;;
2020;2020;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;1127;;;
2020;2020;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;3177;;;
2020;2020;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;4304;;;
2021;2021;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;1443;;;
2021;2021;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;3647;;;
2021;2021;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;5090;;;
2022;2022;Mujeres;F;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;2091;;;
2022;2022;Hombres;M;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;4347;;;
2022;2022;Total;_T;Total;_T;Trabajos relacionados con alguna de las tareas anteriores;5;Total;_T;6438;;;
2003;2003;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1497;;;
2003;2003;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;7928;;;
2003;2003;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;9425;;;
2004;2004;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1815;;;
2004;2004;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;9880;;;
2004;2004;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;11695;;;
2005;2005;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;2019;;;
2005;2005;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;9955;;;
2005;2005;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;11974;;;
2006;2006;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;2057;;;
2006;2006;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;9997;;;
2006;2006;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;12054;;;
2007;2007;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;2070;;;
2007;2007;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;9498;;;
2007;2007;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;11568;;;
2008;2008;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1642;;;
2008;2008;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;7485;;;
2008;2008;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;9127;;;
2009;2009;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1309;;;
2009;2009;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;5284;;;
2009;2009;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;6593;;;
2010;2010;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1221;;;
2010;2010;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4857;;;
2010;2010;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;6078;;;
2011;2011;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1208;;;
2011;2011;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4517;;;
2011;2011;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;5725;;;
2012;2012;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;938;;;
2012;2012;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;3500;;;
2012;2012;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4438;;;
2013;2013;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;997;;;
2013;2013;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;3372;;;
2013;2013;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4369;;;
2014;2014;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1130;;;
2014;2014;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;3655;;;
2014;2014;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4785;;;
2015;2015;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1136;;;
2015;2015;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;3836;;;
2015;2015;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4972;;;
2016;2016;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1152;;;
2016;2016;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4112;;;
2016;2016;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;5264;;;
2017;2017;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1253;;;
2017;2017;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4256;;;
2017;2017;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;5509;;;
2018;2018;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1306;;;
2018;2018;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4385;;;
2018;2018;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;5691;;;
2019;2019;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1173;;;
2019;2019;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4117;;;
2019;2019;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;5290;;;
2020;2020;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;694;;;
2020;2020;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;2680;;;
2020;2020;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;3374;;;
2021;2021;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;825;;;
2021;2021;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;3139;;;
2021;2021;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;3964;;;
2022;2022;Mujeres;F;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;1109;;;
2022;2022;Hombres;M;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;3828;;;
2022;2022;Total;_T;Total;_T;Producción, transformación, tratamiento, almacenamiento;1;Total;_T;4937;;;
2003;2003;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;175;;;
2003;2003;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;10084;;;
2003;2003;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;10259;;;
2004;2004;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;81;;;
2004;2004;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;9251;;;
2004;2004;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;9332;;;
2005;2005;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;87;;;
2005;2005;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;9178;;;
2005;2005;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;9265;;;
2006;2006;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;85;;;
2006;2006;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;9157;;;
2006;2006;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;9242;;;
2007;2007;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;89;;;
2007;2007;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;8663;;;
2007;2007;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;8752;;;
2008;2008;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;63;;;
2008;2008;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;5492;;;
2008;2008;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;5555;;;
2009;2009;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;52;;;
2009;2009;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;3080;;;
2009;2009;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;3132;;;
2010;2010;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;30;;;
2010;2010;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;2370;;;
2010;2010;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;2400;;;
2011;2011;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;30;;;
2011;2011;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1813;;;
2011;2011;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1843;;;
2012;2012;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;20;;;
2012;2012;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1175;;;
2012;2012;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1195;;;
2013;2013;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;9;;;
2013;2013;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;859;;;
2013;2013;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;868;;;
2014;2014;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;8;;;
2014;2014;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1053;;;
2014;2014;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1061;;;
2015;2015;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;27;;;
2015;2015;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1173;;;
2015;2015;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1200;;;
2016;2016;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;19;;;
2016;2016;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1470;;;
2016;2016;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1489;;;
2017;2017;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;19;;;
2017;2017;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1577;;;
2017;2017;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1596;;;
2018;2018;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;20;;;
2018;2018;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;2000;;;
2018;2018;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;2020;;;
2019;2019;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;44;;;
2019;2019;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1956;;;
2019;2019;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;2000;;;
2020;2020;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;14;;;
2020;2020;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1426;;;
2020;2020;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1440;;;
2021;2021;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;22;;;
2021;2021;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1726;;;
2021;2021;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1748;;;
2022;2022;Mujeres;F;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;42;;;
2022;2022;Hombres;M;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1831;;;
2022;2022;Total;_T;Leve;LEVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;Total;_T;1873;;;
2003;2003;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3802;;;
2003;2003;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3161;;;
2003;2003;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;6963;;;
2004;2004;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;4084;;;
2004;2004;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3564;;;
2004;2004;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;7648;;;
2005;2005;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;4581;;;
2005;2005;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3823;;;
2005;2005;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;8404;;;
2006;2006;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;4618;;;
2006;2006;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3816;;;
2006;2006;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;8434;;;
2007;2007;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;4313;;;
2007;2007;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3390;;;
2007;2007;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;7703;;;
2008;2008;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;4258;;;
2008;2008;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3061;;;
2008;2008;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;7319;;;
2009;2009;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3624;;;
2009;2009;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2383;;;
2009;2009;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;6007;;;
2010;2010;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3306;;;
2010;2010;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2225;;;
2010;2010;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;5531;;;
2011;2011;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3088;;;
2011;2011;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2102;;;
2011;2011;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;5190;;;
2012;2012;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2662;;;
2012;2012;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;1677;;;
2012;2012;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;4339;;;
2013;2013;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2935;;;
2013;2013;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;1876;;;
2013;2013;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;4811;;;
2014;2014;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3252;;;
2014;2014;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;1999;;;
2014;2014;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;5251;;;
2015;2015;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3335;;;
2015;2015;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2144;;;
2015;2015;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;5479;;;
2016;2016;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3505;;;
2016;2016;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2294;;;
2016;2016;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;5799;;;
2017;2017;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3571;;;
2017;2017;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2443;;;
2017;2017;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;6014;;;
2018;2018;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3276;;;
2018;2018;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2240;;;
2018;2018;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;5516;;;
2019;2019;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2995;;;
2019;2019;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2060;;;
2019;2019;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;5055;;;
2020;2020;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2018;;;
2020;2020;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;1353;;;
2020;2020;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3371;;;
2021;2021;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2483;;;
2021;2021;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;1504;;;
2021;2021;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;3987;;;
2022;2022;Mujeres;F;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2970;;;
2022;2022;Hombres;M;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;2072;;;
2022;2022;Total;_T;Leve;LEVE;Servicios a empresas/personas y trabajos intelectuales;4;Total;_T;5042;;;
2003;2003;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;556;;;
2003;2003;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;1647;;;
2003;2003;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;2203;;;
2004;2004;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;565;;;
2004;2004;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;1162;;;
2004;2004;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;1727;;;
2005;2005;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;247;;;
2005;2005;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;617;;;
2005;2005;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;864;;;
2006;2006;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;241;;;
2006;2006;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;496;;;
2006;2006;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;737;;;
2007;2007;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;272;;;
2007;2007;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;571;;;
2007;2007;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;843;;;
2008;2008;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;167;;;
2008;2008;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;405;;;
2008;2008;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;572;;;
2009;2009;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;88;;;
2009;2009;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;187;;;
2009;2009;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;275;;;
2010;2010;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;76;;;
2010;2010;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;129;;;
2010;2010;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;205;;;
2011;2011;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;52;;;
2011;2011;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;104;;;
2011;2011;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;156;;;
2012;2012;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;38;;;
2012;2012;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;73;;;
2012;2012;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;111;;;
2013;2013;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;59;;;
2013;2013;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;104;;;
2013;2013;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;163;;;
2014;2014;Mujeres;F;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;65;;;
2014;2014;Hombres;M;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;114;;;
2014;2014;Total;_T;Leve;LEVE;Otros tipos de trabajo no codificados en esta clasificación;9;Total;_T;179;;;
